x,y,color
2.375386004476516,-2.151675481191223,0.0
0.15517501385437882,-3.93991940467459,1.0
0.580630543652056,-2.425793499136144,1.0
2.045291017201235,-2.755232490954228,0.0
0.637783237709419,-1.3961652933196311,1.0
-1.8029838463755752,-2.1063571391439018,0.0
-2.65807019467599,-4.090561637395236,1.0
3.5742932294458214,3.096076476672291,0.0
-1.4570519763051593,1.7854694749939215,1.0
3.577786586828797,-1.6947151596578056,0.0
-3.9416924607223125,-3.0220143206471075,1.0
-0.40542329209607963,-0.42272133190741723,1.0
1.7514473082860684,3.080669877389486,0.0
1.108961297921276,-2.121987954014526,0.0
-2.8135836209398057,2.4698463618599025,1.0
-3.4400095935014505,1.0512650145939588,1.0
4.487458554723464,4.037837237218326,0.0
-3.328009584774685,0.6585187045717076,1.0
-1.412279450352103,0.09224193059582753,0.0
4.416024983275751,3.7199149448437563,0.0
-0.1391337956365879,3.5720554212877147,0.0
-0.21297358042820402,4.659045053970276,0.0
-4.685615823365723,-1.2790010632200257,0.0
-3.4951556600996603,-2.040259662596484,1.0
-4.010063806735728,4.830340941191006,0.0
-1.111987109486746,-3.7429126023749006,1.0
-4.460739143641402,-3.046068138926934,0.0
2.3112630706177137,0.9815891662878187,0.0
3.4937666809895127,-3.7496678329566855,0.0
0.3948572868213249,-3.2304342728852453,1.0
-0.3051946266931278,2.961980582959727,0.0
-0.7020697731890211,2.96295908832038,0.0
0.5177689063636182,-0.7939823818616123,1.0
-2.143129926617795,-4.175914468619196,1.0
0.03864947034737298,4.2642195521697275,1.0
2.4473191619952868,-1.438024829460809,0.0
-3.161263030192761,-3.3121878400002993,1.0
-3.6257086606579025,2.5518161438805738,0.0
-2.3076298965415285,0.07517008761128352,1.0
-3.1698834926212305,2.332060110131298,0.0
3.149981057252928,4.045020744718295,0.0
-0.0785319465801333,-4.877617709282029,0.0
-1.7281612102657986,-0.9847019864863436,1.0
-3.008044179146502,2.486644332580945,1.0
0.4274424030368653,-1.5479873714978734,1.0
2.271445052411898,0.3818986270248086,1.0
-3.12313015893412,3.5215777380977826,1.0
1.039425191243705,4.119807938739195,0.0
2.6678763814590623,3.0957982481294586,1.0
4.472642859893972,-2.734840938939188,0.0
-0.937230782232275,4.48577178856687,0.0
2.750277301515358,-2.3741184469002707,0.0
-4.379097513519801,-0.14262077758469616,0.0
-1.9287109045144293,-0.28960562152508107,1.0
4.503901390745103,-2.2192523437182885,0.0
0.9292867072346143,4.343533019377848,1.0
2.0697294283375722,-3.118428922332377,0.0
-2.0760354447933818,-2.9949717685185586,0.0
4.576199913851365,-4.558436101728645,0.0
2.4024088703816258,-1.7162055322718341,0.0
1.908548286631289,1.5058773547496767,0.0
-3.0466690812297257,0.7847965498578393,0.0
-4.151160454287042,4.864291420253933,0.0
0.9461675247378558,1.4202113212207435,0.0
0.9860853058594898,3.0760667733613776,1.0
2.6177280661757587,-3.2517570574426555,0.0
-1.6810215521656033,0.6087021895809723,1.0
2.462418781174507,-2.418639761103046,0.0
-3.8525973983837347,1.9976062846265012,0.0
1.764842889380505,-2.9992903500965964,1.0
4.932008558476003,-2.8166539836560944,1.0
3.6439134314525923,2.202417586963956,1.0
2.924862543727853,4.054104923295148,0.0
-1.906562944522383,-4.787731233811262,1.0
-3.5282329657627587,-2.637112750193462,1.0
4.671476068709033,2.107372975732283,0.0
-3.0740578794243745,-4.517158703212679,1.0
3.1961805527507767,4.596753573552052,0.0
-0.5245979811186068,0.4050866473814043,1.0
-0.7529589158142951,0.11696170210895662,1.0
-0.4646131237050124,-4.854754008301139,0.0
2.8977194935740327,4.051401524191359,0.0
1.3848929073461314,-3.639055814375741,0.0
-2.747915748175868,4.037380191305907,1.0
2.905210413532947,3.0967507604186526,0.0
-4.69792812964696,0.23495920496568257,0.0
3.241669654748083,-2.0484204806572537,0.0
-0.9671156715817002,3.974641719732471,0.0
-3.488234738847633,-2.0339112453488117,1.0
-1.312725464484151,-2.2474564196260816,0.0
-2.015420913052913,1.9542414778224524,1.0
-4.844118328500348,-4.628998775014338,1.0
0.6135765936794506,-1.1051479153181698,1.0
4.107777761127737,-1.6038806544593176,0.0
2.5170444249489705,-4.9714519306219085,0.0
0.12367074257289978,-2.8037428696383735,1.0
-3.7680775515679263,2.1730081145117586,0.0
1.6134825514111037,-2.8146420623589794,1.0
-0.998821423416528,-3.2985081636948657,0.0
-2.098409712184851,-3.2562178392713923,0.0
0.5199295766993215,0.07406780874505081,1.0
4.412305204361735,-2.801475641397225,0.0
0.5086720826517555,2.6977663992457472,1.0
-3.322844460590054,3.9574326486091866,0.0
-2.6935062752048102,0.1853412974544586,1.0
-3.5763568930794443,-2.94923540127649,1.0
2.3453732122557387,-1.4796214293916377,0.0
-3.0703444193787712,4.865999604004628,1.0
3.9960024689171902,2.103061816595252,1.0
2.8372843226357407,-1.0107600693158791,0.0
4.2120101242001375,-4.93665262055276,0.0
1.9978681215790264,3.733635260666887,0.0
-0.500516986302979,1.6713036471726177,1.0
-3.246014441494065,4.623112978918471,0.0
-3.2636819856041566,3.898863533460485,0.0
2.110726346313542,1.5389707298171649,0.0
-3.578756230786335,-2.5152245498330474,1.0
-3.7822551128941875,1.7141869287693465,0.0
0.26687323304125776,-0.12949771271203314,1.0
-1.0103513455123005,-1.6591082764573817,1.0
1.413200780729472,-4.28006373907019,0.0
-2.7505746506735806,1.0804385154312,0.0
4.057764096167881,1.221658484900975,0.0
-1.785690643322556,0.8084182705011411,1.0
-0.4753536585541944,1.0483341822671441,1.0
3.1696229274682626,2.6039103287961938,0.0
1.005212045624262,-1.8821790961633997,0.0
-1.461687656721927,-4.062843537790658,0.0
