x,y,color,marker
-0.7657751902012768,1.006452480401768,red,^
0.22901612935673632,0.09432023961717673,red,^
0.18998664253792708,1.5891412759040566,red,^
0.5800853973471496,0.5204883931819018,red,^
0.292287301715364,0.3178521971333119,red,^
0.5697088717407734,1.2466916105304913,red,^
0.08863685008151623,1.2515549636270369,red,^
-0.015590161167581051,0.06718383711215514,red,^
0.2713882886856269,1.5566543850907202,red,^
0.547240868577596,1.1889470846324415,red,^
-0.22900374139809077,0.9913639033772621,red,^
0.8212547609066769,0.42344135764971935,red,^
0.326706235035517,0.43188077907307587,red,^
-0.7206748710778099,1.1001009685315317,red,^
0.6810650859183804,1.4005837334448055,red,^
0.0790412550959958,1.415884147867735,red,^
0.8525232980643509,0.8433091375928803,red,^
0.1389881418498331,1.6270174056624462,red,^
-0.8645904918638943,1.6643278522717038,red,^
0.9809782889613952,1.4568401442035774,red,^
-0.33645247038103565,0.4827220384635904,red,^
-0.03014454287382229,0.5658233368615133,red,^
-0.347953639539186,1.0943246602714078,red,^
0.027019439710646687,1.0979299890193812,red,^
-0.2258532029791831,1.7220582576082353,red,^
0.6175969724248682,1.8654005669743807,red,^
-0.9762997377229952,0.25984289776420066,red,^
-0.3456438327945792,1.960021997299868,red,^
0.9393531503969803,0.4341147048347631,red,^
0.662015536972347,0.8470483274196476,red,^
-0.8224320089001944,0.40378952905434606,red,^
0.5192663176038936,0.43991358813749204,red,^
-0.4415692622396543,0.011368989518139694,red,^
0.5075451219045513,0.29289629268927864,red,^
-0.9195706286301453,1.9190421517618672,red,^
-0.029055517057204217,1.014854163102862,red,^
0.0389249890026897,0.6543257146527712,red,^
0.050579323609470705,0.23583620977011543,red,^
-0.6141469249295333,0.3789304808684204,red,^
0.6826934296400644,0.8568414701470517,red,^
-0.6422336292200643,0.8805718684547119,red,^
-0.5024173223184643,1.1114572214788239,red,^
-0.011045530951260707,0.8432144550546197,red,^
-0.09197689743659065,0.9311581740888615,red,^
0.9063906749613939,0.3075247299797552,red,^
-0.5569584166407411,1.4559304825460908,red,^
0.9708288998368451,0.11790479691024713,red,^
0.604817019665171,0.6198292396328082,red,^
-0.9939332978487609,1.6074650728387563,red,^
-0.9893197984334992,1.911284460136465,red,^
0.5775377494921745,0.7895059553312591,red,^
-0.7127830651350702,0.9788165280987526,red,^
-0.6646501238431213,0.1671268586910437,red,^
-0.8602029837150087,0.5894092645402684,red,^
-0.45805871109937657,1.7281063429310635,red,^
-0.6923413255085518,1.269277088325896,red,^
-0.5139790012529164,1.855553472979489,red,^
0.26833983599004596,0.7366158459899106,red,^
-0.07298005387167028,0.6622220653450444,red,^
-0.4087425418683355,0.5778777553159347,red,^
-0.19659103654710175,0.019590365815690847,red,^
-0.6910555366512046,1.310971015197443,red,^
-0.6201609858481225,0.19991530861328832,red,^
-0.8031711813594877,0.49761709914541274,red,^
0.29487408341978294,0.49571905222323287,red,^
-0.8297458979728864,1.2122788264850726,red,^
-0.7930094863098704,1.060267483186594,red,^
-0.9881993626963728,1.8408101687142107,red,^
0.817816611157812,0.0630526392577,red,^
-0.09737211456271888,0.04737819530951559,red,^
-0.4695059341302763,1.1931240744942841,red,^
0.529032153347486,1.959193700503642,red,^
-0.7690291730610102,1.1802895582109032,red,^
-0.0900939038302333,1.855840236349311,red,^
0.6673085515353212,0.29466160160563937,red,^
-0.6294946604180427,1.291521641463138,red,^
0.6147532830446008,0.2153314231391854,red,^
0.26806314728786296,0.5027782743267384,red,^
-0.5107274350396402,1.283969960451939,red,^
0.5909132428383959,0.6646621122292036,red,^
0.27400928825129944,0.9235166107422934,red,^
0.7251142336884713,0.4515000138716623,red,^
-0.21096709373358236,0.6194922331279842,red,^
0.14053429815219398,1.8480626578074832,red,^
0.4485654433027313,0.2815511903567176,red,^
-0.5029326253628994,1.9728877761229477,red,^
0.7916152905187244,0.8462698718465012,red,^
-0.7759407237021079,1.855649771118604,red,^
0.8293773493260035,0.6256754318719853,red,^
-0.6216257290487659,1.8192144179242222,red,^
-0.6076458478130686,0.7796509676955836,red,^
0.9762270056726354,1.7895456185054484,red,^
-0.5297731995229338,0.9767476360202099,red,^
-0.2733679403872231,1.288890201547266,red,^
-0.9327216718251352,1.0572074173824124,red,^
0.18540103177280898,1.7394012473755849,red,^
0.2088586308971483,1.4848415688388674,red,^
-0.9225658341805787,1.4305123221062197,red,^
-0.44211081662037377,0.691559399362123,red,^
0.8949456762021648,1.4560083347039883,red,^
0.844749589511973,1.6995294451855452,red,^
0.8410641061608073,0.9259090706771131,red,^
0.08394727558290405,1.5565700128663809,red,^
0.4233437518409049,1.157149141398943,red,^
-0.11188902522029953,1.964035876797584,red,^
-0.9065302783148665,1.2807808746906961,red,^
0.30276226672552764,0.9379789644308805,red,^
-0.5369689058948157,0.9791053328513966,red,^
0.8601660720526638,0.28379656654330443,red,^
-0.10896902764639416,0.304474645279025,red,^
0.062012888645398334,1.1605171649354857,red,^
0.7029471644045189,0.2881415329228487,red,^
0.48662408257481515,0.017185475744835754,red,^
-0.8580804030230886,1.6280011337319122,red,^
-0.1904938157893561,1.4508366524008511,red,^
-0.34471474365401433,0.5307391572406632,red,^
0.9541808719102622,0.8112562920958009,red,^
0.9065193605663466,1.2776647544499176,red,^
0.2764010831809742,0.12248305588130082,red,^
-0.03658051925005701,1.8420884623850111,red,^
-0.23829461614644232,0.5617281358181534,red,^
-0.7874218583282495,1.977273760217238,red,^
0.010589417407884438,1.828270582380783,red,^
0.9137140426688686,1.3192830756900125,red,^
0.5357639879565503,0.42492143211866096,red,^
-0.3599942907688949,1.9362754256869412,red,^
-0.4374262230457824,1.820103527212738,red,^
0.9465097169167067,1.8151998749211082,red,^
0.5966069205150786,0.7159540416198393,red,^
0.5056926396550234,1.554590226334902,red,^
0.20575491009132207,0.5204190492076033,red,^
0.9442837238383142,0.7220225534362525,red,^
0.7413732864610421,1.1051149823936064,red,^
-0.25347897829593635,1.2362757751542495,red,^
0.3138637216989062,0.6668633272184954,red,^
0.1085721142731868,1.2762995160137738,red,^
0.6629372432014997,0.31355412237174973,red,^
-0.36413385600876347,1.6706417052156621,red,^
0.027914356098842408,1.2626071802651966,red,^
-0.6595759805725177,1.1973280726570343,red,^
0.01005192899207863,1.507043243599601,red,^
0.1258349490211348,0.48976829440597447,red,^
-0.43805616986099727,0.2918528254820081,red,^
-0.24750809872469115,0.8688458284734042,red,^
-0.37874131176900105,0.06946966879623795,red,^
-0.2519518419177804,0.9874316548890802,red,^
