x,y,color
1.146727936148269,2.2336290567526262,0.0
3.6768864658384093,4.520687311509228,0.0
0.7306712393528275,1.4262599388276942,0.0
1.950790466399701,3.1459870458965624,0.0
4.3230098811318465,5.32053352931102,0.0
3.4420403089534215,4.624080943451786,0.0
4.885752285010858,5.800018026581468,0.0
4.738377848653067,5.955221111031635,0.0
0.5028284003702677,1.4611177817238306,0.0
3.749556239023022,4.798318842706085,0.0
2.1524204148142467,3.2819833099850175,0.0
0.5837193333215551,1.7473863249477426,0.0
1.517653374939682,2.465402002541661,0.0
4.664135639934235,5.904740497937027,0.0
2.05340019832267,3.0135739121482708,0.0
3.57542646113977,4.8502883052518495,0.0
3.966506584265412,5.304868727534416,0.0
0.40651946394717753,1.5789612699476314,0.0
1.9461350740991863,3.4365801873324475,0.0
0.9868237915219991,2.0907181105510118,0.0
1.1072206768946309,1.9616107543610082,0.0
1.744231538430527,2.4996400617375096,0.0
1.044350364402629,1.881664959662613,0.0
3.769874861970597,5.054889594828478,0.0
3.5264462849921054,4.5846892512137,0.0
1.4423466038327986,1.9925668664554375,0.0
0.3050473824189054,1.3810221981497963,0.0
0.026770517072680633,1.0613557128423166,0.0
3.0515274999320994,4.249177268106898,0.0
0.7300150298147157,1.8202119707708098,0.0
1.1702924096506946,2.3458922557006066,0.0
0.868719155790717,1.7393246025946454,0.0
1.6243844110314516,2.7819340934515884,0.0
1.1231323261094794,2.1428938037690615,0.0
3.0518894928708717,4.023508619817865,0.0
0.43754759376817776,1.7913538822588442,0.0
1.4839924344215945,2.6162877942683114,0.0
3.768197917505441,4.473353378665363,0.0
1.0941885617796177,2.2412637774190194,0.0
2.4688911082320395,2.7664563694712583,0.0
4.603204415764758,5.410335052078212,0.0
1.305874160167611,2.3463460928797577,0.0
2.2243845590650704,3.078807620522456,0.0
1.5615090703645746,2.546871058689294,0.0
0.9812682555602709,2.0569485923467936,0.0
4.649908209616262,6.131994824042071,0.0
2.1803950505204845,2.970353243064687,0.0
0.27188824010065393,1.0780526789270537,0.0
1.6185571212909466,3.0674282303706724,0.0
3.3458356260674855,4.1795717162765085,0.0
1.7050572616877924,2.487433422440748,0.0
2.3297936289012804,3.678478661764606,0.0
4.16695528490028,5.248032468643828,0.0
4.332059470463105,5.345814967801535,0.0
4.4445720091023695,5.08791150489796,0.0
3.805725931454704,4.401529070606625,0.0
0.8704009093427917,1.8228147244142114,0.0
1.1768976897987216,2.143408182194337,0.0
2.7343633546467223,3.8104303495968286,0.0
2.2352845302108646,3.2094861153604137,0.0
2.6202996435296733,3.3315115145324796,0.0
2.70120409686328,3.789527177977966,0.0
4.110010335869166,4.975787902396094,0.0
1.6247595107718027,2.712820669324528,0.0
3.1008449540860465,4.181562829194345,0.0
4.273355623357741,5.296151820866338,0.0
2.598347092579629,3.622809552054952,0.0
4.315611985720735,4.9838382638029595,0.0
0.30612642571563153,1.2159960363943272,0.0
3.433217715207027,4.542270460593944,0.0
2.1541120020473774,3.6230010186964243,0.0
2.849263678659253,3.9751575785974507,0.0
0.23332519386432327,1.2327019611115253,0.0
3.2724522744714686,4.397463539072432,0.0
0.3796397914566024,1.3680638629961415,0.0
3.8015498738184226,5.199084737573324,0.0
3.9296148472458907,5.030057087905011,0.0
4.885350064554225,5.690787607869318,0.0
3.5576160315619294,4.725839737537622,0.0
3.659364944946967,4.182510094848103,0.0
0.2558269274562103,1.5330777543678193,0.0
4.473228831255858,5.7358008434878105,0.0
2.957559284002134,4.797931546617002,0.0
0.5142311996204152,1.2484851073687457,0.0
2.461212398132612,3.4848498112572166,0.0
1.007437156301441,2.2931272693277576,0.0
2.250441465512437,3.3363086099752834,0.0
4.034231735785763,4.765049507910586,0.0
4.854544591550835,5.5072330129814775,0.0
0.3622986912116227,1.3313910543871468,0.0
3.157202002513295,3.8732005097709457,0.0
0.09623472183160175,1.052829533750262,0.0
2.0584615693599084,2.662626023437333,0.0
2.0757619707619868,2.883106448422068,0.0
4.295662533813171,5.296041979655033,0.0
4.387349787210921,5.425576890674461,0.0
4.304555862667141,5.184531319182158,0.0
2.926367964479949,4.047811449415434,0.0
2.9708012331157763,4.210924761366386,0.0
0.7933522871029891,1.2537866904967012,0.0
1.4919149340546705,2.3206806866033514,0.0
3.1124206589450383,4.076605009982987,0.0
2.3779984632463806,3.2801275540426924,0.0
1.8670904110602249,3.4535042648125285,0.0
1.7799478579098937,2.4695453428683454,0.0
1.5054572189215194,2.6821616269009585,0.0
1.1600931640876389,2.519390233913672,0.0
1.5418717858823183,2.763076777348066,0.0
3.61119491948944,4.850120190225617,0.0
1.1902302589452884,2.2879726406956165,0.0
